expediente,nif,razon_social,titulo_proyecto,coste_total_original,solicitado_original,subvencionable_original,subvencion_original,comunidad_autonoma,puntuacion_o_motivo,coste_total_eur,solicitado_eur,subvencionable_eur,subvencion_columna_fuente_eur,id_registro,anio_convocatoria,estado_en_fuente,puntuacion,motivo,moneda,fuente_url,pagina_fuente,fila_pagina,fuente_sha256,fecha_consulta,observaciones
AEI-010500-2026-131,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","Investigación y validación de arquitecturas híbridas de Inteligencia Artificial y Computación Cuántica basadas en grafos de conocimiento para la predicción y análisis prospectivo en redes eléctricas inteligentes, ""Q-GRID AI""","349.834,00 €","249.818,00 €","0,00 €","0,00 €",Andalucía,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",349834.00,249818.00,0.00,0.00,AEI-2026-010500-2026-131,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,9,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-140,G23624422,ASOCIACIÓN AGRUPACIÓN EMPRESARIAL INNOVADORA DEL SECTOR PROVEEDOR DE BIENES Y SERVICIOS DEL SECTOR OLEÍCOLA (INOLEO),"SINGULAR-IoT Sistema inteligente IoT para la monitorización, conservación y valorización nacional de árboles monumentales","287.574,00 €","223.673,00 €","0,00 €","0,00 €",Andalucía,"Incumple el artículo 7.3.d de la Orden ITU/868/2025, de 6 de agosto, según el cual las AEI participantes tendrán una contribución mínima del 4% del presupuesto subvencionable.",287574.00,223673.00,0.00,0.00,AEI-2026-010500-2026-140,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.d de la Orden ITU/868/2025, de 6 de agosto, según el cual las AEI participantes tendrán una contribución mínima del 4% del presupuesto subvencionable.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,10,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-141,G65103905,SOUTHERN EUROPEAN CLUSTER IN PHOTONICS & OPTICS (SECPHO),PROGRAF: Diseño y prototipado de una plataforma de diagnóstico molecular de precisión basada en transistores de grafeno,"297.574,00 €","238.057,00 €","0,00 €","0,00 €",Cataluña,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",297574.00,238057.00,0.00,0.00,AEI-2026-010500-2026-141,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,11,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-152,G99311086,CLUSTER DE EMPRESAS DE TECNOLOGIAS DE LA INFORMACION ELECTRONICA Y TELECOMUNICACIONES DE ARAGON,PROYECTOS DE INVESTIGACIÓN INDUSTRIAL EN CONSTRUCCIÓN CON INTELIGENCIA ARTIFICIAL - PROCONIA,"303.828,00 €","151.913,00 €","0,00 €","0,00 €",Aragón,"Incumple el artículo 7.3.e de la Orden ITU/868/2025, de 6 de agosto, según el cual la contribución de las entidades que no cumplan la definición de pyme del artículo 2.3 no podrá ser superior al 50% del presupuesto total subvencionable.",303828.00,151913.00,0.00,0.00,AEI-2026-010500-2026-152,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.e de la Orden ITU/868/2025, de 6 de agosto, según el cual la contribución de las entidades que no cumplan la definición de pyme del artículo 2.3 no podrá ser superior al 50% del presupuesto total subvencionable.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,12,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-157,G13936778,CLÚSTER SMART CITY ASTURIAS,MICRO-PUMAR: Investigación de la microbiota autóctona con potencial biofertilizante en pumaradas ecológicas asturianas mediante teledetección multiespectral con dron e inteligencia artificial,"90.517,00 €","72.411,00 €","0,00 €","0,00 €","Asturias, Principado de","No identificar una persona física única en calidad de Directora Técnica del proyecto, incumpliendo lo establecido en el artículo 7.3.f) de la Orden ITU/868/2025, de 6 de agosto, según el cual en los proyectos en cooperación se deberá nombrar a una sola persona física como Directora Técnica del proyecto.",90517.00,72411.00,0.00,0.00,AEI-2026-010500-2026-157,2026,propuesta_desestimada_motivos,,"No identificar una persona física única en calidad de Directora Técnica del proyecto, incumpliendo lo establecido en el artículo 7.3.f) de la Orden ITU/868/2025, de 6 de agosto, según el cual en los proyectos en cooperación se deberá nombrar a una sola persona física como Directora Técnica del proyecto.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,13,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-159,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","Plataforma de inteligencia artificial para la gestión normativa continua de pymes tecnológicas, industriales y de servicios avanzados, ""NORMIA""","274.969,00 €","199.643,00 €","0,00 €","0,00 €",Andalucía,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",274969.00,199643.00,0.00,0.00,AEI-2026-010500-2026-159,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,14,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-165,G26474023,AGRUPACION EMPRESARIAL INNOVADORA DEL SECTOR DE LAS TECNOLOGIAS DE LA INFORMACION Y DE LAS COMUNICACIONES DE LA RIOJA,Inteligencia en el Comercio Electrónico del sector Calzado: INCAL,"166.129,00 €","83.063,00 €","0,00 €","0,00 €",La Rioja,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",166129.00,83063.00,0.00,0.00,AEI-2026-010500-2026-165,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,15,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-168,G08487878,GREMI D'INDÚSTRIES GRÀFIQUES DE CATALUNYA,«Transformación y Reindustrialización del Sector de la Industria y la Comunicación Gráfica»,"250.000,00 €","125.000,00 €","0,00 €","0,00 €",Cataluña,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",250000.00,125000.00,0.00,0.00,AEI-2026-010500-2026-168,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,16,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010200-2026-5,G71464051,Asociación Navarra Clúster para la Industrialización de la Construcción,"Fase específica de consolidación operativa de iCONS como AEI incipiente para el impulso de la construcción industrializada, digital, sostenible e innovadora","50.003,00 €","25.001,00 €","0,00 €","0,00 €","Navarra, Comunidad Foral","No estar inscrito algún participante en el Registro de Agrupaciones Empresariales Innovadoras con inscripción vigente en la fecha de publicación de la convocatoria, conforme al artículo 9 de la Orden ITU/868/2025, de 6 de agosto.",50003.00,25001.00,0.00,0.00,AEI-2026-010200-2026-5,2026,propuesta_desestimada_motivos,,"No estar inscrito algún participante en el Registro de Agrupaciones Empresariales Innovadoras con inscripción vigente en la fecha de publicación de la convocatoria, conforme al artículo 9 de la Orden ITU/868/2025, de 6 de agosto.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,17,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010300-2026-3,G13791793,ASOCIACIÓN CLUSTER AUDIOVISUAL DE MADRID,"PLATÓ Plataforma Logística del Audiovisual: Test Operativo ""Estudio de viabilidad de un sandbox de logística para el audiovisual""","68.144,00 €","34.072,00 €","0,00 €","0,00 €",Comunidad de Madrid,Desistimiento expreso del interesado.,68144.00,34072.00,0.00,0.00,AEI-2026-010300-2026-3,2026,desistida,,Desistimiento expreso del interesado.,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_AyudasDesistidas.pdf,1,1,5d28c1579d003245da5c65c73eb9b77dd46323160b778540bc96652875b8a299,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-34,G65270035,"CLÚSTER DE LAS TECNOLOGÍAS INTELIGENTES PARA LAS CIUDADES, LOS EDIFICIOS Y LA INDUSTRIA (SMARTECH CLUSTER)",Graph-LCA,"290.062,00 €","145.029,00 €","0,00 €","0,00 €",Cataluña,Desistimiento expreso del interesado.,290062.00,145029.00,0.00,0.00,AEI-2026-010500-2026-34,2026,desistida,,Desistimiento expreso del interesado.,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_AyudasDesistidas.pdf,1,2,5d28c1579d003245da5c65c73eb9b77dd46323160b778540bc96652875b8a299,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-55,G66522269,ASSOCIACIÓ CLÚSTER DE MATERIALS AVANÇATS DE CATALUNYA,TRACE4ACOUSTICS: Investigación industrial de materiales acústicos biobasados y tecnologías de trazabilidad digital para la construcción sostenible,"319.193,00 €","239.208,00 €","0,00 €","0,00 €",Cataluña,Desistimiento expreso del interesado.,319193.00,239208.00,0.00,0.00,AEI-2026-010500-2026-55,2026,desistida,,Desistimiento expreso del interesado.,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_AyudasDesistidas.pdf,1,3,5d28c1579d003245da5c65c73eb9b77dd46323160b778540bc96652875b8a299,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-67,G99299299,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),"SMARTSHIFT: Investigación industrial de una plataforma inteligente basada en IA predictiva, optimización y estándares seguros de interoperabilidad de datos para la gestión del absentismo y la movilidad sostenible en entornos industriales.","323.877,00 €","169.150,00 €","0,00 €","0,00 €",Aragón,Desistimiento expreso del interesado.,323877.00,169150.00,0.00,0.00,AEI-2026-010500-2026-67,2026,desistida,,Desistimiento expreso del interesado.,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_AyudasDesistidas.pdf,1,4,5d28c1579d003245da5c65c73eb9b77dd46323160b778540bc96652875b8a299,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-68,G99299299,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),"HYPERION: Red de Optimización Operativa en Tiempo Real mediante IA Predictiva, Biometría y Simulación Avanzada","333.241,00 €","248.259,00 €","0,00 €","0,00 €",Aragón,Desistimiento expreso del interesado.,333241.00,248259.00,0.00,0.00,AEI-2026-010500-2026-68,2026,desistida,,Desistimiento expreso del interesado.,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_AyudasDesistidas.pdf,1,5,5d28c1579d003245da5c65c73eb9b77dd46323160b778540bc96652875b8a299,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-91,G85321883,CENTRO DE INNOVACION TECNOLOGICA PARA LA LOGISTICA Y EL TRANSPORTE DE MERCANCIAS POR CARRETERA (CITET),TRUSTCHAIN LOGISTICS 4.0,"321.981,00 €","249.886,00 €","0,00 €","0,00 €",Comunidad de Madrid,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,321981.00,249886.00,0.00,0.00,AEI-2026-010500-2026-91,2026,desistida,,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_AyudasDesistidas.pdf,1,6,5d28c1579d003245da5c65c73eb9b77dd46323160b778540bc96652875b8a299,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-106,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","WaaS-Mateo - Fiabilidad y verificación de agentes sobre legacy administrativo español, ""WaaS-Mateo""","304.013,00 €","232.460,00 €","0,00 €","0,00 €",Andalucía,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,304013.00,232460.00,0.00,0.00,AEI-2026-010500-2026-106,2026,desistida,,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_AyudasDesistidas.pdf,1,7,5d28c1579d003245da5c65c73eb9b77dd46323160b778540bc96652875b8a299,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-115,G48562698,ACICAE - CLUSTER DE AUTOMOCIÓN DEL PAÍS VASCO - EUSKADI,"DPP4QA - Transformación digital de la soldadura industrial mediante Pasaporte de Producto Digital, inspección dimensional avanzada y modelos de IA para calidad y trazabilidad","268.673,00 €","214.936,00 €","0,00 €","0,00 €",País Vasco,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,268673.00,214936.00,0.00,0.00,AEI-2026-010500-2026-115,2026,desistida,,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_AyudasDesistidas.pdf,1,8,5d28c1579d003245da5c65c73eb9b77dd46323160b778540bc96652875b8a299,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-118,G75608042,CLUSTER DE INNOVACION TECNOLOGICA DE LA AGROINDUSTRIA,VALHORA. Valorización inteligente y colaborativa de subproductos hortofrutícolas mediante herramientas digitales y su aplicación en modelos de economía circular,"308.598,00 €","245.317,00 €","0,00 €","0,00 €",Andalucía,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,308598.00,245317.00,0.00,0.00,AEI-2026-010500-2026-118,2026,desistida,,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_AyudasDesistidas.pdf,1,9,5d28c1579d003245da5c65c73eb9b77dd46323160b778540bc96652875b8a299,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-123,G22280010,FUNDACION PARA EL DESARROLLO DE LA NUEVAS TECNOLOGIAS DEL HIDROGENO EN ARAGON,ControlCool - Optimización del control de un sistema de refrigeración de hidrógeno para estaciones de dispensación de hidrógeno,"106.864,00 €","82.696,00 €","0,00 €","0,00 €",Aragón,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,106864.00,82696.00,0.00,0.00,AEI-2026-010500-2026-123,2026,desistida,,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_AyudasDesistidas.pdf,1,10,5d28c1579d003245da5c65c73eb9b77dd46323160b778540bc96652875b8a299,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-148,G13936778,CLÚSTER SMART CITY ASTURIAS,Sistema inteligente de integración parking domótica para activación automática de espacios de trabajo (PARKDOM- LORA+),"121.050,00 €","60.566,00 €","0,00 €","0,00 €","Asturias, Principado de",No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,121050.00,60566.00,0.00,0.00,AEI-2026-010500-2026-148,2026,desistida,,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_AyudasDesistidas.pdf,1,11,5d28c1579d003245da5c65c73eb9b77dd46323160b778540bc96652875b8a299,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-167,G06943112,ASOCIACION RE THINK TOURISM,Simulador Digital de Soluciones Integrales de Sostenibilidad,"484.947,00 €","249.903,00 €","0,00 €","0,00 €",Cataluña,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,484947.00,249903.00,0.00,0.00,AEI-2026-010500-2026-167,2026,desistida,,No presentar la documentación requerida para la subsanación de la solicitud conforme a lo establecido en el artículo 18.4 de la Orden de bases.,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_AyudasDesistidas.pdf,1,12,5d28c1579d003245da5c65c73eb9b77dd46323160b778540bc96652875b8a299,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
